AMZN,2021-10-29 20:00:04,3372.43
AMZN,2021-10-29 20:00:04,3372.43
GOOG,2021-10-29 20:00:04,2965.41
ORCL,2021-10-29 20:02:52,95.94
AAPL,2021-10-29 20:00:04,149.8
AAPL,2021-10-29 20:00:04,149.8
GOOG,2021-10-29 20:00:04,2965.41
